2,cat,Abyssinian
2,cat,American Curl
2,cat,American Shorthair
2,cat,American Wirehair
2,cat,Applehead Siamese
2,cat,Balinese
2,cat,Bengal
2,cat,Birman
2,cat,Bobtail
2,cat,Bombay
2,cat,British Shorthair
2,cat,Burmese
2,cat,Burmilla
2,cat,Calico
2,cat,Canadian Hairless
2,cat,Chartreux
2,cat,Chausie
2,cat,Chinchilla
2,cat,Cornish Rex
2,cat,Cymric
2,cat,Devon Rex
2,cat,Dilute Calico
2,cat,Dilute Tortoiseshell
2,cat,Domestic Long Hair
2,cat,Domestic Long Hair  brown
2,cat,Domestic Long Hair  buff
2,cat,Domestic Long Hair  buff and white
2,cat,Domestic Long Hair  gray and white
2,cat,Domestic Long Hair  orange
2,cat,Domestic Long Hair  orange and white
2,cat,Domestic Long Hairblack
2,cat,Domestic Long Hairblack and white
2,cat,Domestic Long Hairgray
2,cat,Domestic Long Hairwhite
2,cat,Domestic Medium Hair
2,cat,Domestic Medium Hair  brown
2,cat,Domestic Medium Hair  buff
2,cat,Domestic Medium Hair  buff and white
2,cat,Domestic Medium Hair  gray and white
2,cat,Domestic Medium Hair  orange and white
2,cat,Domestic Medium Hairblack
2,cat,Domestic Medium Hairblack and white
2,cat,Domestic Medium Hairgray
2,cat,Domestic Medium Hairorange
2,cat,Domestic Medium Hairwhite
2,cat,Domestic Short Hair
2,cat,Domestic Short Hair  brown
2,cat,Domestic Short Hair  buff
2,cat,Domestic Short Hair  buff and white
2,cat,Domestic Short Hair  gray and white
2,cat,Domestic Short Hair  orange and white
2,cat,Domestic Short Hairblack
2,cat,Domestic Short Hairblack and white
2,cat,Domestic Short Hairgray
2,cat,Domestic Short Hairmitted
2,cat,Domestic Short Hairorange
2,cat,Domestic Short Hairwhite
2,cat,Egyptian Mau
2,cat,Exotic Shorthair
2,cat,ExtraToes Cat (Hemingway Polydactyl)
2,cat,Havana
2,cat,Himalayan
2,cat,Japanese Bobtail
2,cat,Javanese
2,cat,Korat
2,cat,LaPerm
2,cat,Maine Coon
2,cat,Manx
2,cat,Munchkin
2,cat,Nebelung
2,cat,Norwegian Forest Cat
2,cat,Ocicat
2,cat,Oriental Long Hair
2,cat,Oriental Short Hair
2,cat,Oriental Tabby
2,cat,Persian
2,cat,PixieBob
2,cat,Ragamuffin
2,cat,Ragdoll
2,cat,Russian Blue
2,cat,Scottish Fold
2,cat,Selkirk Rex
2,cat,Siamese
2,cat,Siberian
2,cat,Silver
2,cat,Singapura
2,cat,Snowshoe
2,cat,Somali
2,cat,Sphynx (hairless cat)
2,cat,Tabby
2,cat,Tabby  black
2,cat,Tabby  Brown
2,cat,Tabby  buff
2,cat,Tabby  Grey
2,cat,Tabby  Orange
2,cat,Tabby  white
2,cat,Tiger
2,cat,Tonkinese
2,cat,Torbie
2,cat,Tortoiseshell
2,cat,Turkish Angora
2,cat,Turkish Van
2,cat,Tuxedo
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
